Co_ID,Exchange,Name,"Root
Ticker"," QMV(C$)
31-August-2019 "," O/S Shares
31-August-2019 ",Sector,"Sub
Sector",Listing Type,"Date of 
TSX Listing
YYYYMMDD","HQ
Location","HQ
Region","Interlisted
Code_I","Interlisted
Code_II",Listed on OTC,"TSX 
Venture 
Grad","Former
CPC",Index,Clean Technology Primary Industry,Clean Technology Sub-Sector,Technology Sub-Sector ,"Consumer Products & Services
Sub-Sector",Real Estate Sub-Sector ,Life Sciences Sub-Sector,USA_City,USA_State,Asia Region,Israel Related,"Place of Incorporation
C=Canada
U=USA
F=Foreign",Fund Family,SP Grouping,SP_Type,SP_Sub,"Income Trust 
Conversion"," Volume YTD
31-August-2019 "," Value (C$) YTD
31-August-2019 "," Number of 
Trades YTD
31-August-2019 "," Number of
Months of 
Trading Data ",AFRICA,AUS/NZ/PNG,CANADA,CHINA & ASIA,LATIN AMERICA,OTHER,UK/EUROPE,USA,Oil and Gas,Gold,Silver,Copper,Nickel,Diamond,Molybdenum,Platinum/PGM,Iron,Lead,Zinc,Rare Earths,Potash,Lithium,Uranium,Coal,Tungsten,Base & Precious Metals,Mineral Properties (General),Other Properties
TOR0006,TSX,Toromont Industries Ltd.,TIH," 5,202,045,275 "," 81,575,118 ", Industrial Products & Services ,,,19740521,ON,Canada,,,,,,1,,,,,,,,,,,C,,,,,," 22,607,483 "," 1,429,670,542 "," 165,410 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR0001,TSX,Toronto-Dominion Bank (The),TD," 136,296,195,219 "," 2,051,840,377 ", Financial Services ,,,19550202,ON,Canada,NYSE,,,,,60,,,,,,,,,,,C,,,,,," 603,794,495 "," 43,104,190,089 "," 2,120,949 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR0009,TSX,Torstar Corporation,TS," 65,071,011 "," 71,506,606 ", Comm & Media ,,,19700522,ON,Canada,,,,,,,,,,,,,,,,,C,,,,,," 4,763,038 "," 4,055,325 "," 3,399 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOS0001,TSX,Toscana Energy Income Corporation,TEI," 2,176,928 "," 145,128,518 ", Oil & Gas ,,TSXV Grad,20131122,AB,Canada,,,,1,1,,,,,,,,,,,,C,,,,,," 18,864,040 "," 908,161 "," 1,945 ", 8 ,,,"AB, SK",,,,,,1,,,,,,,,,,,,,,,,,,,
TOT0001,TSX,Total Energy Services Inc.,TOT," 281,139,942 "," 45,491,900 ", Industrial Products & Services ,Energy Services,TSXV Grad,19981214,AB,Canada,,,,1,1,,,,,,,,,,,,C,,,,,2005_2009," 5,334,040 "," 46,739,451 "," 18,283 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET0007,TSX,Touchstone Exploration Inc.,TXP," 40,172,024 "," 160,688,095 ", Oil & Gas ,,TSXV Grad,19970317,AB,Canada,AIM,,,1,1,,,,,,,,,,,,C,,,,,," 25,713,552 "," 6,440,844 "," 4,465 ", 8 ,,,Western Canada,,Trinidad,,,,1,,,,,,,,,,,,,,,,,,,
TOU0002,TSX,Tourmaline Oil Corp.,TOU," 3,433,273,019 "," 272,050,160 ", Oil & Gas ,,IPO,20101123,AB,Canada,,,,,,1,,,,,,,,,,,C,,,,,," 129,709,117 "," 2,337,647,733 "," 632,401 ", 8 ,,,"AB, BC",,,,,,1,,,,,,,,,,,,,,,,,,,
TRA0010,TSX,TransAlta Corporation,TA," 2,924,780,068 "," 320,899,295 ", Utilities & Pipelines ,,,19921231,AB,Canada,NYSE,,,,,1,,,,,,,,,,,C,,,,,," 118,904,776 "," 1,037,478,063 "," 385,228 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRA0035,TSX,TransAlta Renewables Inc.,RNW," 3,469,882,197 "," 264,674,462 ", Clean Technology ,,IPO,20130809,AB,Canada,,,,,,1,Utilities & Pipelines,Renewable Energy Production and Distribution,,,,,,,,,C,,,,,," 49,021,160 "," 637,550,608 "," 215,901 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRA0012,TSX,Transat A.T. Inc.,TRZ," 574,133,239 "," 37,747,090 ", Consumer Products & Services ,,,19930330,Quebec,Canada,,,,,,,,,,Consumer Discretionary,,,,,,,C,,,,,," 36,665,944 "," 435,070,027 "," 112,550 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRA0021,TSX,TransAtlantic Petroleum Ltd.,TNP," 52,292,307 "," 55,044,534 ", Oil & Gas ,,,19950116,USA,USA,NYSE MKT,,,,,,,,,,,,Addison,TX,,,F,,,,,," 326,307 "," 391,422 "," 1,250 ", 8 ,,,,,,,"Albania,Bulgaria,Turkey",,1,,,,,,,,,,,,,,,,,,,
GTC0001,TSX,Transcontinental Inc.,TCL," 1,249,603,619 "," 87,340,380 ", Comm & Media ,,,19850321,Quebec,Canada,,,,,,1,,,,,,,,,,,C,,,,,," 48,687,122 "," 810,290,771 "," 261,535 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRA0017,TSX,TransGlobe Energy Corporation,TGL," 127,674,045 "," 72,542,071 ", Oil & Gas ,,,19971107,AB,Canada,NasdaqGM,AIM,,,,,,,,,,,,,,,C,,,,,," 10,255,736 "," 23,076,941 "," 36,537 ", 8 ,Egypt,,AB,,,,,,1,,,,,,,,,,,,,,,,,,,
TRE0011,TSX,Treasury Metals Inc.,TML," 62,232,399 "," 159,570,255 ", Mining ,,Other,20080819,ON,Canada,,,OTCQX,,,,,,,,,,,,,,C,,,,,," 15,990,300 "," 4,698,596 "," 3,521 ", 8 ,,,"BC,ON",,,,,,,1,,,,,,,,,1,,,,,,,,1,
TRE0002,TSX,Tree Island Steel Ltd.,TSL," 62,019,969 "," 28,846,497 ", Industrial Products & Services ,,,20021111,BC,Canada,,,,,,,,,,,,,,,,,C,,,,,2012," 2,206,725 "," 4,749,961 "," 3,897 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRE0012,TSX,Trevali Mining Corporation,TV," 150,614,436 "," 814,132,085 ", Mining ,,Other,20101007,BC,Canada,Lima (BVL),,OTCQX,,,,,,,,,,,,,,C,,,,,," 290,987,230 "," 98,483,470 "," 52,219 ", 8 ,"Burkina Faso,Namibia",,NB,,Peru,,,,,,1,1,,,,,,1,1,,,,,,,1,,
TRE0014,TSX,Trez Capital Senior Mortgage Investment Corporation,TZS," 17,563,361 "," 7,318,067 ", Financial Services ,,IPO,20121212,BC,Canada,,,,,,,,,,,,,,,,,C,,,,,," 869,347 "," 1,963,876 "," 1,286 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0014,TSX,Trican Well Service Ltd.,TCW," 271,167,579 "," 288,476,148 ", Industrial Products & Services ,Energy Services,,19961209,AB,Canada,,,,,,,,,,,,,,,,,C,,,,,," 184,186,527 "," 236,730,002 "," 137,812 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0055,TSX,Tricon Capital Group Inc.,TCN," 2,092,710,889 "," 195,936,779 ", Financial Services ,,IPO,20100520,ON,Canada,,,,,,1,,,,,,,,,,,C,,,,,," 55,859,616 "," 618,558,168 "," 197,106 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STE0016,TSX,Trillium Therapeutics Inc.,TRIL," 12,337,086 "," 28,038,831 ", Life Sciences ,,TSXV Grad,20140422,ON,Canada,NasdaqCM,,,1,,,,,,,,Biotechnology,,,,,C,,,,,," 4,609,363 "," 3,856,473 "," 9,233 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALI0005,TSX,Trilogy International Partners Inc.,TRL," 148,577,841 "," 58,265,820 ", Comm & Media ,,QA,20170209,USA,USA,,,,,,,,,,,,,Bellevue,WA,,,C,,,,,," 7,511,795 "," 15,067,664 "," 5,638 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOV0021,TSX,Trilogy Metals Inc.,TMQ," 331,547,886 "," 138,722,965 ", Mining ,,Other,20120425,BC,Canada,NYSE MKT,,,,,,,,,,,,,,,,C,,,,,," 4,734,573 "," 13,882,234 "," 17,627 ", 8 ,,,,,,,,AK,,1,1,1,,,,,,1,1,,,,,,,,,Cobalt
SOU0020,TSX,TriMetals Mining Inc.,TMI," 36,259,606 "," 364,092,797 ", Mining ,,IPO,20070216,BC,Canada,,,OTCQX,,,,,,,,,,,,,,C,,,,,," 20,204,562 "," 1,374,999 "," 2,467 ", 8 ,,,,,"Bolivia,Chile",,,"NV, UT",,1,1,1,,,,,,,,,,,,,,1,,
TRI0057,TSX,Trisura Group Ltd.,TSU," 183,751,620 "," 6,621,680 ", Financial Services ,,Other,20170530,ON,Canada,,,,,,,,,,,,,,,,,C,,,,,," 834,713 "," 24,187,351 "," 3,669 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRO0007,TSX,Troilus Gold Corp.,TLG," 44,373,313 "," 62,060,578 ", Mining ,,TSXV Grad,20181017,ON,Canada,,,,1,,,,,,,,,,,,,C,,,,,," 24,193,446 "," 17,862,458 "," 4,072 ", 8 ,,,Quebec,,,,,,,1,,1,,,,,,,,,,,,,,,,
TRU0007,TSX,True North Commercial Real Estate Investment Trust,TNT," 396,011,089 "," 57,727,564 ", Real Estate ,,TSXV Grad,20130619,ON,Canada,,,,1,,,,,,,Industrial/Office/Retail/Residential,,,,,,C,,Income Trust,,REIT,," 15,400,126 "," 100,304,680 "," 48,187 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSO0001,TSX,TSO3 Inc.,TOS," 39,796,953 "," 93,639,889 ", Life Sciences ,,TSXV Grad,20021220,Quebec,Canada,,,,1,,,,,,,,Healthcare Facilities and Equipment,,,,,C,,,,,," 27,000,822 "," 11,398,985 "," 6,600 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUC0002,TSX,Tucows Inc.,TC," 715,520,246 "," 10,663,491 ", Technology ,,IPO,20050818,ON,Canada,NasdaqCM,,,,,,,,Internet Software & Services,,,,,,,,U,,,,,," 536,534 "," 46,888,399 "," 4,648 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND0008,TSX,Turquoise Hill Resources Ltd.,TRQ," 1,167,142,392 "," 2,012,314,469 ", Mining ,,,19960626,BC,Canada,NYSE,,,,,1,,,,,,,,,,,C,,,,,," 382,350,978 "," 707,517,840 "," 300,937 ", 8 ,,,,Mongolia,,,,,,1,1,1,,,,,,,,,,,,,,,,
TVA0001,TSX,TVA Group Inc.,TVA," 72,715,950 "," 38,885,535 ", Comm & Media ,,,19801113,Quebec,Canada,,,,,,,,,,,,,,,,,C,,,,,," 730,666 "," 1,413,705 "," 1,083 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRI0006,TSX,TWC Enterprises Limited,TWC," 351,990,071 "," 27,286,052 ", Consumer Products & Services ,,,19971224,ON,Canada,,,,,,,,,,Consumer Discretionary,,,,,,,C,,,,,," 273,580 "," 3,840,883 ", 690 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USF0002,TSX,U.S. Financials Income Fund,USF," 7,056,406 "," 1,008,058 ", Closed-End Funds ,,IPO,20150224,ON,Canada,,,,,,,,,,,,,,,,,C,Strathbridge,Other SPI,Fund of Equities,FI Trust,," 184,851 "," 1,318,369 ", 326 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USG0004,TSX,U.S. Global GO GOLD and Precious Metal Miners ETF,GOGO," 7,150,000 "," 500,000 ", ETP ,,IPO,20170929,ON,Canada,,,,,,,,,,,,,,,,,C,U.S. Global Investors ETF,ETP,Exchange Traded Funds,,," 83,923 "," 1,086,569 ", 89 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U3O0001,TSX,U3O8 Corp.,UWE," 2,880,430 "," 23,043,436 ", Mining ,,TSXV Grad,20120827,ON,Canada,SSE,,OTCQB,1,,,,,,,,,,,,,C,,,,,," 4,516,496 "," 717,846 "," 1,242 ", 8 ,,,,,"Argentina,Colombia,Guyana",,,,,,,,1,,,,,,,1,,,1,,,,,"Phosphate,Vanadium"
UEX0001,TSX,UEX Corporation,UEX," 55,300,943 "," 381,385,811 ", Mining ,,IPO,20020716,BC,Canada,,,,,,,,,,,,,,,,,C,,,,,," 72,713,938 "," 11,837,632 "," 11,995 ", 8 ,,,SK,,,,,,,,,,1,,,,,,,,,,1,,,,,Cobalt
UNI0001,TSX,Uni-Select Inc.,UNS," 457,358,967 "," 42,387,300 ", Consumer Products & Services ,,,19920909,Quebec,Canada,,,,,,,,,,Consumer Discretionary,,,,,,,C,,,,,," 20,512,911 "," 288,587,530 "," 109,465 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNI0037,TSX,Unisync Corp.,UNI," 56,470,834 "," 17,537,526 ", Consumer Products & Services ,,TSXV Grad,20190114,ON,Canada,,,,1,,,,,,Consumer Discretionary,,,,,,,C,,,,,," 1,196,445 "," 4,255,177 "," 1,870 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNI0015,TSX,United Corporations Limited,UNC," 1,121,754,495 "," 12,446,430 ", Closed-End Funds ,,,19421204,ON,Canada,,,,,,,,,,,,,,,,,C,,Other SPI,Fund of Equities,FI Trust,," 204,784 "," 19,238,209 "," 1,089 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URA0002,TSX,Uranium Participation Corporation,U," 586,758,030 "," 138,060,713 ", Financial Services ,,IPO,20050509,ON,Canada,,,,,,,,,,,,,,,,,C,,,,,," 48,561,757 "," 214,773,295 "," 127,676 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URB0005,TSX,Urbana Corporation,URB," 122,945,100 "," 49,977,500 ", Financial Services ,,TSXV Grad,20070110,ON,Canada,,,,1,,,,,,,,,,,,,C,,,,,," 2,885,479 "," 6,734,558 "," 2,117 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URE0001,TSX,Ur-Energy Inc.,URE," 126,358,624 "," 159,947,625 ", Mining ,,IPO,20051128,USA,USA,NYSE MKT,,,,,,,,,,,,Littleton,CO,,,C,,,,,," 13,743,058 "," 13,350,105 "," 17,514 ", 8 ,,,,,,,,WY,,,,,,,,,,,,,,,1,,,,1,
URT0001,TSX,UrtheCast Corp.,UR," 18,779,457 "," 134,138,982 ", Technology ,,TSXV Grad,20130627,BC,Canada,,,,1,,,,,Communication Technology,,,,,,,,C,,,,,," 19,945,607 "," 2,698,642 "," 4,111 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USF0001,TSX,US Financial 15 Split Corp.,FTU," 14,415,773 "," 3,803,634 ", Closed-End Funds ,,IPO,20050214,ON,Canada,,,,,,,,,,,,,,,,,C,Quadravest,Other SPI,Split Shares,Split Share Corp.,," 386,648 "," 1,076,857 ", 498 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAZ0001,TSX,Valener Inc.,VNR," 1,116,913,213 "," 43,345,192 ", Utilities & Pipelines ,,,20001001,Quebec,Canada,,,,,,,,,,,,,,,,,C,,,,,," 20,632,306 "," 518,316,209 "," 73,442 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAL0007,TSX,Valeura Energy Inc.,VLE," 216,462,473 "," 86,584,989 ", Oil & Gas ,,TSXV Grad,20110915,AB,Canada,LSE,,,1,1,,,,,,,,,,,,C,,,,,," 35,810,625 "," 97,553,907 "," 84,707 ", 8 ,,,AB,,,,Turkey,,1,,,,,,,,,,,,,,,,,,,
VAN0048,TSX,Vanguard All-Equity ETF Portfolio,VEQT," 142,093,000 "," 5,300,000 ", ETP ,,IPO,20190205,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 2,616,170 "," 69,841,111 "," 9,913 ", 7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0044,TSX,Vanguard Balanced ETF Portfolio,VBAL," 766,194,000 "," 29,640,000 ", ETP ,,IPO,20180201,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 9,991,697 "," 252,242,456 "," 25,506 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0011,TSX,Vanguard Canadian Aggregate Bond Index ETF,VAB," 2,520,350,000 "," 95,000,000 ", ETP ,,IPO,20111206,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 11,475,016 "," 294,214,751 "," 33,603 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0040,TSX,Vanguard Canadian Corporate Bond Index ETF,VCB," 29,532,000 "," 1,150,000 ", ETP ,,IPO,20170207,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 211,965 "," 5,337,040 ", 788 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0041,TSX,Vanguard Canadian Government Bond Index ETF,VGV," 29,238,000 "," 1,100,000 ", ETP ,,IPO,20170207,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 378,612 "," 9,724,616 ", 655 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0042,TSX,Vanguard Canadian Long-Term Bond Index ETF,VLB," 37,765,000 "," 1,300,000 ", ETP ,,IPO,20170207,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 1,058,661 "," 29,183,326 "," 2,541 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0012,TSX,Vanguard Canadian Short-Term Bond Index ETF,VSB," 1,125,072,000 "," 46,800,000 ", ETP ,,IPO,20111206,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 3,745,143 "," 89,459,248 "," 10,092 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0017,TSX,Vanguard Canadian Short-Term Corporate Bond Index ETF,VSC," 1,134,813,000 "," 46,300,000 ", ETP ,,IPO,20121108,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 2,990,358 "," 72,701,336 "," 8,733 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0043,TSX,Vanguard Canadian Short-Term Government Bond Index ETF,VSG," 27,203,000 "," 1,100,000 ", ETP ,,IPO,20170207,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 357,712 "," 8,766,677 ", 576 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0045,TSX,Vanguard Conservative ETF Portfolio,VCNS," 252,444,000 "," 9,650,000 ", ETP ,,IPO,20180201,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 3,706,709 "," 94,363,648 "," 6,821 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0049,TSX,Vanguard Conservative Income ETF Portfolio,VCIP," 80,961,600 "," 3,030,000 ", ETP ,,IPO,20190205,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 1,976,430 "," 51,450,697 "," 2,564 ", 7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0022,TSX,Vanguard FTSE Canada All Cap Index ETF,VCN," 2,062,331,250 "," 62,025,000 ", ETP ,,IPO,20130812,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 8,487,751 "," 275,369,232 "," 51,509 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0013,TSX,Vanguard FTSE Canada Index ETF,VCE," 649,406,500 "," 18,350,000 ", ETP ,,IPO,20111206,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 3,137,033 "," 107,899,397 "," 12,112 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0018,TSX,Vanguard FTSE Canadian Capped REIT Index ETF,VRE," 227,264,000 "," 6,400,000 ", ETP ,,IPO,20121108,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 882,191 "," 29,845,117 "," 6,594 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0019,TSX,Vanguard FTSE Canadian High Dividend Yield Index ETF,VDY," 507,223,500 "," 15,450,000 ", ETP ,,IPO,20121108,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 6,029,866 "," 200,548,125 "," 19,737 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0023,TSX,Vanguard FTSE Developed All Cap ex North America Index ETF,VIU," 918,480,000 "," 34,400,000 ", ETP ,,IPO,20130812,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 5,599,056 "," 152,274,283 "," 26,233 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0014,TSX,Vanguard FTSE Developed All Cap ex North America Index ETF (CAD-hedged),VI," 152,048,000 "," 5,525,000 ", ETP ,,IPO,20111206,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 645,262 "," 17,746,414 "," 2,589 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0032,TSX,Vanguard FTSE Developed All Cap Ex U.S. Index ETF,VDU," 380,500,200 "," 11,365,000 ", ETP ,,IPO,20151208,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 1,404,404 "," 47,376,771 "," 6,536 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0033,TSX,Vanguard FTSE Developed All Cap Ex U.S. Index ETF (CAD-hedged),VEF," 470,645,000 "," 11,900,000 ", ETP ,,IPO,20151208,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 1,429,033 "," 56,157,372 "," 6,699 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0028,TSX,Vanguard FTSE Developed Asia Pacific All Cap Index ETF,VA," 93,615,200 "," 2,920,000 ", ETP ,,IPO,20140708,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 599,150 "," 19,516,075 "," 2,239 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0039,TSX,Vanguard FTSE Developed Asia Pacific All Cap Index ETF (CAD-Hedged),VAH," 24,377,500 "," 875,000 ", ETP ,,IPO,20161011,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 240,629 "," 6,753,758 "," 1,070 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0029,TSX,Vanguard FTSE Developed Europe All Cap Index ETF,VE," 178,660,800 "," 6,530,000 ", ETP ,,IPO,20140708,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 958,236 "," 26,746,508 "," 4,142 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0038,TSX,Vanguard FTSE Developed Europe All Cap Index ETF (CAD-Hedged),VEH," 27,493,000 "," 950,000 ", ETP ,,IPO,20161011,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 622,616 "," 17,133,421 "," 1,074 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0047,TSX,Vanguard FTSE Developed ex North America High Dividend Yield Index ETF,VIDY," 14,322,000 "," 600,000 ", ETP ,,IPO,20180828,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 183,733 "," 4,540,371 ", 744 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0015,TSX,Vanguard FTSE Emerging Markets All Cap Index ETF,VEE," 965,099,700 "," 29,870,000 ", ETP ,,IPO,20111206,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 6,422,321 "," 213,129,745 "," 27,405 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0027,TSX,Vanguard FTSE Global All Cap ex Canada Index ETF,VXC," 830,152,800 "," 22,280,000 ", ETP ,,IPO,20140708,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 3,469,166 "," 127,236,458 "," 18,022 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0030,TSX,Vanguard Global ex-U.S. Aggregate Bond Index ETF (CAD-hedged),VBG," 298,080,900 "," 10,470,000 ", ETP ,,IPO,20140708,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 788,645 "," 21,268,949 "," 3,278 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0034,TSX,Vanguard Global Liquidity Factor ETF,VLQ," 19,710,000 "," 600,000 ", ETP ,,IPO,20160622,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 59,299 "," 1,971,220 ", 324 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0035,TSX,Vanguard Global Minimum Volatility ETF,VVO," 52,864,000 "," 1,600,000 ", ETP ,,IPO,20160622,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 251,868 "," 7,941,377 "," 1,228 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0036,TSX,Vanguard Global Momentum Factor ETF,VMO," 30,960,000 "," 900,000 ", ETP ,,IPO,20160622,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 251,572 "," 8,310,882 "," 1,028 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0037,TSX,Vanguard Global Value Factor ETF,VVL," 66,286,000 "," 2,200,000 ", ETP ,,IPO,20160622,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 482,402 "," 15,628,947 "," 2,298 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0046,TSX,Vanguard Growth ETF Portfolio,VGRO," 902,543,800 "," 35,380,000 ", ETP ,,IPO,20180201,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 14,391,132 "," 360,331,946 "," 58,307 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0020,TSX,Vanguard S&P 500 Index ETF,VFV," 2,419,612,100 "," 34,910,000 ", ETP ,,IPO,20121108,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 18,086,804 "," 1,224,445,011 "," 107,064 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAN0021,TSX,Vanguard S&P 500 Index ETF (CAD-hedged),VSP," 888,072,300 "," 17,610,000 ", ETP ,,IPO,20121108,ON,Canada,,,,,,,,,,,,,,,,,C,Vanguard Canada,ETP,Exchange Traded Funds,,," 3,958,595 "," 191,953,099 "," 19,830 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
